TIC_ID,label,class_name,source,name,split
377064495,0,planet,NASA_TOI,,train
387342052,0,planet,NASA_TOI,,train
86396382,0,planet,NASA_TOI,,train
164458714,0,planet,NASA_TOI,,test
436575927,0,planet,NASA_TOI,,train
35857242,0,planet,NASA_TOI,,train
327369524,0,planet,NASA_TOI,,train
425997655,0,planet,NASA_TOI,,train
29191624,0,planet,NASA_TOI,,train
206284139,0,planet,NASA_TOI,,train
100389539,0,planet,NASA_TOI,,test
399860444,0,planet,NASA_TOI,,train
52640302,0,planet,NASA_TOI,,train
78055054,0,planet,NASA_TOI,,train
19028197,0,planet,NASA_TOI,,train
27848472,0,planet,NASA_TOI,,train
56658270,0,planet,NASA_TOI,,test
229742722,0,planet,NASA_TOI,,train
219041246,0,planet,NASA_TOI,,val
169226822,0,planet,NASA_TOI,,train
260708537,0,planet,NASA_TOI,,train
258514800,0,planet,NASA_TOI,,val
198153540,0,planet,NASA_TOI,,train
407126408,0,planet,NASA_TOI,,test
102068384,0,planet,NASA_TOI,,train
296739893,0,planet,NASA_TOI,,train
165987272,0,planet,NASA_TOI,,train
9348006,0,planet,NASA_TOI,,train
192790476,0,planet,NASA_TOI,,train
361343239,0,planet,NASA_TOI,,train
201175570,0,planet,NASA_TOI,,train
261136679,0,planet,NASA_TOI,,train
120960812,0,planet,NASA_TOI,,train
441765914,0,planet,NASA_TOI,,train
389352124,0,planet,NASA_TOI,,train
349576261,0,planet,NASA_TOI,,train
104866616,0,planet,NASA_TOI,,train
198588220,0,planet,NASA_TOI,,train
129979528,0,planet,NASA_TOI,,val
401125028,0,planet,NASA_TOI,,test
293457754,0,planet,NASA_TOI,,train
147977348,0,planet,NASA_TOI,,train
308172249,0,planet,NASA_TOI,,train
306362738,0,planet,NASA_TOI,,train
166836920,0,planet,NASA_TOI,,val
286923464,0,planet,NASA_TOI,,train
220029715,0,planet,NASA_TOI,,train
219852882,0,planet,NASA_TOI,,test
16288184,0,planet,NASA_TOI,,train
425561347,0,planet,NASA_TOI,,val
397362481,0,planet,NASA_TOI,,train
26017005,0,planet,NASA_TOI,,val
90850770,0,planet,NASA_TOI,,val
219015370,0,planet,NASA_TOI,,train
139285832,0,planet,NASA_TOI,,train
243921117,0,planet,NASA_TOI,,train
153078576,0,planet,NASA_TOI,,test
388804061,0,planet,NASA_TOI,,train
281459670,0,planet,NASA_TOI,,val
270604417,0,planet,NASA_TOI,,train
75650448,0,planet,NASA_TOI,,val
236445129,0,planet,NASA_TOI,,train
272213425,0,planet,NASA_TOI,,train
447061717,0,planet,NASA_TOI,,train
142276270,0,planet,NASA_TOI,,train
51637609,0,planet,NASA_TOI,,train
207077681,0,planet,NASA_TOI,,train
54002556,0,planet,NASA_TOI,,train
287256467,0,planet,NASA_TOI,,val
66561343,0,planet,NASA_TOI,,train
142532090,0,planet,NASA_TOI,,train
158241252,0,planet,NASA_TOI,,train
409794137,0,planet,NASA_TOI,,test
147797743,0,planet,NASA_TOI,,test
70899085,0,planet,NASA_TOI,,val
436478932,0,planet,NASA_TOI,,train
126606859,0,planet,NASA_TOI,,train
374180079,0,planet,NASA_TOI,,train
268644785,0,planet,NASA_TOI,,val
8599009,0,planet,NASA_TOI,,train
178162579,0,planet,NASA_TOI,,train
39414571,0,planet,NASA_TOI,,train
203189770,0,planet,NASA_TOI,,train
138294130,0,planet,NASA_TOI,,test
9989136,0,planet,NASA_TOI,,train
104024556,0,planet,NASA_TOI,,test
327952677,0,planet,NASA_TOI,,train
467179528,0,planet,NASA_TOI,,val
157236902,0,planet,NASA_TOI,,train
158561566,0,planet,NASA_TOI,,val
151724385,0,planet,NASA_TOI,,test
8767448,0,planet,NASA_TOI,,train
377873569,0,planet,NASA_TOI,,train
356867115,0,planet,NASA_TOI,,train
83181153,0,planet,NASA_TOI,,train
48506505,0,planet,NASA_TOI,,val
464646604,0,planet,NASA_TOI,,test
352682207,0,planet,NASA_TOI,,train
243014114,0,planet,NASA_TOI,,train
50618703,0,planet,NASA_TOI,,train
390651552,0,planet,NASA_TOI,,train
138644215,0,planet,NASA_TOI,,train
19342878,0,planet,NASA_TOI,,train
98796344,0,planet,NASA_TOI,,train
288735205,0,planet,NASA_TOI,,train
300038935,0,planet,NASA_TOI,,train
